,filename,x1,y1,x2,y2
78,frame108.jpg,892,218,1020,539
79,frame108.jpg,584,253,658,520
80,frame108.jpg,69,258,355,712
81,frame108.jpg,519,258,592,523
82,frame108.jpg,0,201,88,669
83,frame109.jpg,699,185,848,579
84,frame109.jpg,414,240,537,661
85,frame109.jpg,891,219,1016,537
86,frame109.jpg,584,256,658,518
87,frame109.jpg,66,240,352,712
88,frame109.jpg,517,252,590,521
89,frame109.jpg,0,207,91,642
90,frame11.jpg,990,147,1208,644
91,frame11.jpg,172,140,460,703
92,frame11.jpg,583,235,705,596
93,frame11.jpg,467,251,589,583
94,frame11.jpg,931,298,1021,521
95,frame11.jpg,687,208,790,512
96,frame11.jpg,793,274,830,386
97,frame110.jpg,415,239,540,659
98,frame110.jpg,701,184,848,578
99,frame110.jpg,887,223,1014,533
100,frame110.jpg,581,257,658,518
101,frame110.jpg,77,265,347,713
102,frame110.jpg,517,260,595,518
103,frame110.jpg,0,204,91,680
104,frame111.jpg,700,184,846,579
105,frame111.jpg,415,240,540,656
106,frame111.jpg,883,222,1011,532
107,frame111.jpg,581,255,657,518
108,frame111.jpg,0,207,96,690
109,frame111.jpg,89,254,344,713
110,frame111.jpg,517,256,588,520
111,frame111.jpg,177,307,348,709
112,frame112.jpg,415,239,540,653
113,frame112.jpg,884,221,1004,531
114,frame112.jpg,701,184,848,577
115,frame112.jpg,580,253,658,519
116,frame112.jpg,100,275,346,705
117,frame112.jpg,517,257,592,517
118,frame112.jpg,0,204,102,679
119,frame113.jpg,414,240,544,653
120,frame113.jpg,702,184,848,580
121,frame113.jpg,880,213,1002,530
122,frame113.jpg,580,258,655,519
123,frame113.jpg,96,273,356,711
124,frame113.jpg,182,313,358,717
125,frame113.jpg,518,257,589,518
126,frame113.jpg,0,205,105,667
127,frame114.jpg,417,241,543,651
128,frame114.jpg,705,184,847,576
129,frame114.jpg,876,216,1002,530
130,frame114.jpg,579,256,658,520
131,frame114.jpg,109,295,356,710
132,frame114.jpg,518,257,589,517
133,frame114.jpg,0,210,104,687
134,frame114.jpg,51,218,321,711
135,frame114.jpg,675,292,700,379
136,frame115.jpg,416,240,543,647
137,frame115.jpg,702,182,850,575
138,frame115.jpg,879,220,1003,526
139,frame115.jpg,579,258,656,516
140,frame115.jpg,134,307,356,710
141,frame115.jpg,53,227,347,718
142,frame115.jpg,518,257,590,520
143,frame115.jpg,2,209,102,695
144,frame116.jpg,415,240,544,647
145,frame116.jpg,703,181,850,576
146,frame116.jpg,148,309,358,708
147,frame116.jpg,878,227,998,529
148,frame116.jpg,580,258,655,515
149,frame116.jpg,53,233,340,710
150,frame116.jpg,517,255,587,521
151,frame116.jpg,1,215,102,688
152,frame117.jpg,416,239,544,646
153,frame117.jpg,705,183,856,577
154,frame117.jpg,150,311,363,710
155,frame117.jpg,877,229,1000,529
156,frame117.jpg,577,258,659,516
157,frame117.jpg,519,256,585,520
158,frame117.jpg,0,214,106,689
159,frame117.jpg,53,228,341,711
160,frame118.jpg,416,239,543,641
161,frame118.jpg,706,181,853,577
162,frame118.jpg,150,308,362,712
163,frame118.jpg,878,221,996,522
164,frame118.jpg,577,257,658,517
165,frame118.jpg,0,216,104,689
166,frame118.jpg,517,249,586,517
167,frame118.jpg,63,237,355,711
168,frame119.jpg,417,239,543,640
169,frame119.jpg,706,181,850,575
170,frame119.jpg,151,302,365,715
171,frame119.jpg,875,223,998,524
172,frame119.jpg,579,259,657,519
173,frame119.jpg,58,231,335,711
174,frame119.jpg,1,212,113,658
175,frame119.jpg,517,251,587,521
176,frame12.jpg,976,146,1208,653
177,frame12.jpg,581,228,701,594
178,frame12.jpg,172,143,466,710
179,frame12.jpg,467,252,591,584
180,frame12.jpg,929,298,1023,521
181,frame12.jpg,688,208,789,510
182,frame12.jpg,793,273,831,387
183,frame120.jpg,415,240,545,639
184,frame120.jpg,706,180,850,577
185,frame120.jpg,169,303,368,719
186,frame120.jpg,873,224,994,524
187,frame120.jpg,577,258,657,520
188,frame120.jpg,1236,335,1280,709
189,frame120.jpg,0,218,115,666
190,frame120.jpg,65,231,317,710
191,frame120.jpg,517,252,584,521
192,frame121.jpg,414,240,547,638
193,frame121.jpg,164,298,372,718
194,frame121.jpg,707,181,854,575
195,frame121.jpg,875,226,992,526
196,frame121.jpg,579,260,656,519
197,frame121.jpg,1,217,114,682
198,frame121.jpg,1233,323,1280,712
199,frame121.jpg,109,242,323,712
200,frame121.jpg,515,256,585,524
201,frame122.jpg,412,237,546,636
202,frame122.jpg,167,302,378,718
203,frame122.jpg,877,223,992,527
204,frame122.jpg,704,182,853,576
205,frame122.jpg,579,258,657,518
206,frame122.jpg,0,219,125,683
207,frame122.jpg,1225,305,1280,706
208,frame122.jpg,71,241,311,706
209,frame122.jpg,515,259,586,526
210,frame122.jpg,20,214,187,705
211,frame123.jpg,414,240,547,632
212,frame123.jpg,876,233,988,523
213,frame123.jpg,705,181,855,574
214,frame123.jpg,177,315,375,718
215,frame123.jpg,578,260,657,517
216,frame123.jpg,0,219,132,673
217,frame123.jpg,1217,273,1280,720
218,frame123.jpg,57,235,278,702
219,frame123.jpg,515,260,583,521
220,frame124.jpg,414,243,548,631
221,frame124.jpg,874,233,985,522
222,frame124.jpg,704,180,855,574
223,frame124.jpg,179,307,376,716
224,frame124.jpg,579,264,654,519
225,frame124.jpg,0,220,126,691
226,frame124.jpg,1211,233,1280,709
227,frame124.jpg,52,220,276,717
228,frame124.jpg,19,213,171,701
229,frame124.jpg,515,254,582,522
230,frame125.jpg,702,177,857,581
231,frame125.jpg,414,242,548,631
232,frame125.jpg,870,235,983,519
233,frame125.jpg,187,303,381,717
234,frame125.jpg,580,265,656,518
235,frame125.jpg,0,226,129,690
236,frame125.jpg,1198,216,1280,707
237,frame125.jpg,55,219,272,720
238,frame126.jpg,869,236,981,516
239,frame126.jpg,417,242,549,627
240,frame126.jpg,704,178,857,580
241,frame126.jpg,191,298,380,717
242,frame126.jpg,580,266,656,518
243,frame126.jpg,1196,204,1280,720
244,frame126.jpg,0,205,128,693
245,frame126.jpg,64,220,268,720
246,frame127.jpg,868,234,978,514
247,frame127.jpg,416,241,549,623
248,frame127.jpg,194,303,385,716
249,frame127.jpg,707,179,858,585
250,frame127.jpg,578,263,657,519
251,frame127.jpg,1190,201,1279,711
252,frame127.jpg,0,215,131,697
253,frame127.jpg,73,213,268,702
254,frame128.jpg,705,174,859,587
255,frame128.jpg,413,244,555,611
256,frame128.jpg,867,234,977,514
257,frame128.jpg,199,304,389,719
258,frame128.jpg,578,260,657,520
259,frame128.jpg,0,216,134,694
260,frame128.jpg,1185,203,1280,711
261,frame128.jpg,514,259,581,522
262,frame128.jpg,80,217,289,717
263,frame129.jpg,416,246,554,607
264,frame129.jpg,869,235,976,510
265,frame129.jpg,709,178,857,592
266,frame129.jpg,202,305,388,717
267,frame129.jpg,577,259,658,519
268,frame129.jpg,1181,188,1279,705
269,frame129.jpg,4,219,134,688
270,frame129.jpg,76,221,283,720
271,frame129.jpg,514,259,582,516
272,frame13.jpg,975,149,1206,647
273,frame13.jpg,173,140,463,714
274,frame13.jpg,582,226,699,598
275,frame13.jpg,467,251,587,586
276,frame13.jpg,929,296,1022,517
277,frame13.jpg,689,207,791,511
278,frame13.jpg,794,272,831,387
279,frame130.jpg,708,177,860,596
280,frame130.jpg,867,233,975,510
281,frame130.jpg,420,242,548,614
282,frame130.jpg,219,300,398,712
283,frame130.jpg,1175,190,1280,709
284,frame130.jpg,577,259,657,520
285,frame130.jpg,2,214,136,700
286,frame130.jpg,85,214,280,703
287,frame131.jpg,423,244,552,605
288,frame131.jpg,709,177,862,599
289,frame131.jpg,866,232,972,509
290,frame131.jpg,1170,179,1278,715
291,frame131.jpg,219,300,401,713
292,frame131.jpg,577,259,654,519
293,frame131.jpg,2,214,141,685
294,frame131.jpg,84,226,297,711
295,frame131.jpg,514,256,582,514
296,frame132.jpg,709,179,861,603
297,frame132.jpg,421,241,555,611
298,frame132.jpg,863,232,973,509
299,frame132.jpg,1163,171,1277,712
300,frame132.jpg,218,302,398,718
301,frame132.jpg,576,259,656,518
302,frame132.jpg,0,208,145,698
303,frame132.jpg,89,219,285,701
304,frame133.jpg,423,245,555,603
305,frame133.jpg,710,178,861,609
306,frame133.jpg,860,231,973,508
307,frame133.jpg,1158,180,1277,713
308,frame133.jpg,576,260,654,519
309,frame133.jpg,230,300,397,720
310,frame133.jpg,0,218,153,696
311,frame133.jpg,81,221,283,697
312,frame133.jpg,22,216,235,697
313,frame134.jpg,707,173,861,606
314,frame134.jpg,425,243,554,601
315,frame134.jpg,862,232,972,508
316,frame134.jpg,228,306,403,717
317,frame134.jpg,578,260,653,517
318,frame134.jpg,0,217,152,710
319,frame134.jpg,1153,177,1279,715
320,frame134.jpg,76,229,290,706
321,frame135.jpg,710,168,862,610
322,frame135.jpg,425,244,555,600
323,frame135.jpg,861,232,972,508
324,frame135.jpg,0,214,142,699
325,frame135.jpg,236,298,403,718
326,frame135.jpg,1154,182,1277,719
327,frame135.jpg,579,262,653,518
328,frame135.jpg,65,226,292,707
329,frame136.jpg,432,242,555,594
330,frame136.jpg,712,180,859,618
331,frame136.jpg,860,232,971,508
332,frame136.jpg,0,216,147,700
333,frame136.jpg,579,261,653,518
334,frame136.jpg,237,304,405,720
335,frame136.jpg,1147,204,1277,720
336,frame136.jpg,74,231,298,708
337,frame137.jpg,704,175,866,616
338,frame137.jpg,432,243,556,595
339,frame137.jpg,1142,168,1278,715
340,frame137.jpg,858,232,972,506
341,frame137.jpg,0,217,152,696
342,frame137.jpg,579,260,653,516
343,frame137.jpg,245,299,404,720
344,frame137.jpg,90,224,302,704
345,frame138.jpg,709,175,865,622
346,frame138.jpg,433,242,557,595
347,frame138.jpg,1141,168,1280,717
348,frame138.jpg,858,234,970,505
349,frame138.jpg,251,304,409,716
350,frame138.jpg,0,221,156,696
351,frame138.jpg,580,262,652,516
352,frame138.jpg,92,223,291,704
353,frame139.jpg,708,171,864,625
354,frame139.jpg,1133,171,1276,720
355,frame139.jpg,861,240,969,503
356,frame139.jpg,433,246,556,598
357,frame139.jpg,249,300,409,713
358,frame139.jpg,0,220,167,701
359,frame139.jpg,94,223,291,703
360,frame139.jpg,580,264,652,515
361,frame14.jpg,973,152,1204,648
362,frame14.jpg,179,138,460,715
363,frame14.jpg,583,227,700,588
364,frame14.jpg,467,251,589,586
365,frame14.jpg,929,295,1022,517
366,frame14.jpg,689,206,791,511
367,frame14.jpg,794,273,831,387
368,frame140.jpg,708,171,866,628
369,frame140.jpg,1135,191,1276,720
370,frame140.jpg,0,222,165,703
371,frame140.jpg,863,234,966,502
372,frame140.jpg,434,245,560,597
373,frame140.jpg,252,300,412,714
374,frame140.jpg,110,217,295,702
375,frame140.jpg,581,266,650,515
376,frame141.jpg,709,170,865,628
377,frame141.jpg,863,235,965,503
378,frame141.jpg,435,246,560,595
379,frame141.jpg,2,213,167,704
380,frame141.jpg,255,304,414,712
381,frame141.jpg,101,232,301,698
382,frame141.jpg,1136,179,1278,720
383,frame141.jpg,583,268,649,514
384,frame142.jpg,711,170,867,627
385,frame142.jpg,1124,182,1275,720
386,frame142.jpg,863,237,964,503
387,frame142.jpg,434,247,559,593
388,frame142.jpg,0,218,169,706
389,frame142.jpg,260,305,416,711
390,frame142.jpg,103,226,299,704
391,frame142.jpg,582,267,648,515
392,frame143.jpg,1117,187,1278,718
393,frame143.jpg,708,172,868,628
394,frame143.jpg,862,236,964,503
395,frame143.jpg,436,249,559,591
396,frame143.jpg,1,214,162,708
397,frame143.jpg,266,304,421,712
398,frame143.jpg,581,265,649,518
399,frame143.jpg,99,227,306,709
400,frame144.jpg,707,170,872,628
401,frame144.jpg,862,238,964,503
402,frame144.jpg,1118,195,1278,716
403,frame144.jpg,4,219,176,709
404,frame144.jpg,436,249,561,591
405,frame144.jpg,274,305,421,709
406,frame144.jpg,96,224,311,709
407,frame144.jpg,583,267,649,517
408,frame145.jpg,1114,190,1279,720
409,frame145.jpg,708,171,871,632
410,frame145.jpg,862,240,964,502
411,frame145.jpg,2,220,172,698
412,frame145.jpg,438,248,561,588
413,frame145.jpg,274,300,422,707
414,frame145.jpg,113,218,303,705
415,frame145.jpg,583,265,650,518
416,frame146.jpg,1114,194,1279,720
417,frame146.jpg,712,166,872,623
418,frame146.jpg,864,240,961,503
419,frame146.jpg,439,248,560,588
420,frame146.jpg,266,302,422,708
421,frame146.jpg,8,214,177,699
422,frame146.jpg,113,225,309,708
423,frame146.jpg,583,264,651,519
424,frame147.jpg,1108,199,1278,718
425,frame147.jpg,710,164,870,640
426,frame147.jpg,863,239,960,503
427,frame147.jpg,104,226,309,710
428,frame147.jpg,442,248,566,587
429,frame147.jpg,272,298,422,704
430,frame147.jpg,12,221,178,696
431,frame147.jpg,582,266,649,519
432,frame148.jpg,1103,205,1274,714
433,frame148.jpg,711,165,869,643
434,frame148.jpg,863,240,960,507
435,frame148.jpg,439,244,570,586
436,frame148.jpg,280,304,426,706
437,frame148.jpg,18,205,171,702
438,frame148.jpg,116,226,316,702
439,frame148.jpg,585,265,650,520
440,frame149.jpg,1100,207,1276,717
441,frame149.jpg,862,241,960,505
442,frame149.jpg,715,149,875,646
443,frame149.jpg,117,225,316,710
444,frame149.jpg,283,315,427,711
445,frame149.jpg,440,250,569,583
446,frame149.jpg,583,261,648,518
447,frame149.jpg,9,159,181,690
448,frame15.jpg,175,144,460,715
449,frame15.jpg,972,153,1200,644
450,frame15.jpg,582,227,698,585
451,frame15.jpg,466,251,587,587
452,frame15.jpg,929,297,1019,514
453,frame15.jpg,688,207,790,511
454,frame15.jpg,794,273,831,387
455,frame150.jpg,1091,211,1276,715
456,frame150.jpg,716,156,873,645
457,frame150.jpg,862,241,959,503
458,frame150.jpg,444,254,574,579
459,frame150.jpg,284,310,431,708
460,frame150.jpg,120,227,322,701
461,frame150.jpg,584,264,649,519
462,frame150.jpg,9,170,188,705
463,frame150.jpg,688,298,714,385
464,frame151.jpg,1096,202,1277,710
465,frame151.jpg,863,240,958,504
466,frame151.jpg,714,145,874,649
467,frame151.jpg,443,256,571,585
468,frame151.jpg,584,265,649,515
469,frame151.jpg,119,226,326,702
470,frame151.jpg,0,137,196,698
471,frame151.jpg,298,311,436,703
472,frame151.jpg,688,297,715,385
473,frame152.jpg,1092,211,1274,706
474,frame152.jpg,716,150,872,651
475,frame152.jpg,863,241,959,502
476,frame152.jpg,445,256,571,582
477,frame152.jpg,124,231,335,707
478,frame152.jpg,0,139,191,716
479,frame152.jpg,584,264,650,517
480,frame152.jpg,299,309,441,706
481,frame152.jpg,687,297,715,385
482,frame153.jpg,1089,209,1275,706
483,frame153.jpg,717,151,873,654
484,frame153.jpg,864,241,957,504
485,frame153.jpg,118,233,336,703
486,frame153.jpg,446,255,573,583
487,frame153.jpg,0,149,204,720
488,frame153.jpg,298,310,442,711
489,frame153.jpg,586,261,649,516
490,frame153.jpg,687,298,715,385
491,frame154.jpg,716,161,873,648
492,frame154.jpg,1088,203,1275,707
493,frame154.jpg,865,242,954,504
494,frame154.jpg,448,260,571,587
495,frame154.jpg,127,234,344,698
496,frame154.jpg,300,308,443,716
497,frame154.jpg,0,159,234,714
498,frame154.jpg,586,259,650,517
499,frame154.jpg,688,297,715,385
500,frame155.jpg,718,152,871,660
501,frame155.jpg,1085,204,1276,714
502,frame155.jpg,865,243,954,504
503,frame155.jpg,302,309,446,717
504,frame155.jpg,450,255,570,585
505,frame155.jpg,145,237,343,706
506,frame155.jpg,586,263,649,514
507,frame155.jpg,0,174,229,717
508,frame155.jpg,688,296,716,385
509,frame156.jpg,716,158,871,660
510,frame156.jpg,1085,214,1274,707
511,frame156.jpg,862,243,954,506
512,frame156.jpg,301,312,447,717
513,frame156.jpg,450,254,570,588
514,frame156.jpg,143,233,339,709
515,frame156.jpg,584,262,650,515
516,frame156.jpg,0,172,241,720
517,frame156.jpg,688,297,716,385
518,frame157.jpg,1083,217,1274,711
519,frame157.jpg,715,152,872,664
520,frame157.jpg,862,245,953,507
521,frame157.jpg,449,255,569,586
522,frame157.jpg,306,316,445,720
523,frame157.jpg,586,261,648,515
524,frame157.jpg,156,229,337,696
525,frame157.jpg,0,168,252,719
526,frame157.jpg,688,299,716,385
527,frame158.jpg,716,153,876,658
528,frame158.jpg,1082,216,1274,713
529,frame158.jpg,859,245,951,504
530,frame158.jpg,449,258,575,588
531,frame158.jpg,307,314,448,720
532,frame158.jpg,0,172,266,717
533,frame158.jpg,586,261,649,515
534,frame158.jpg,169,232,338,687
535,frame158.jpg,689,299,715,385
536,frame159.jpg,1079,220,1273,713
537,frame159.jpg,717,150,881,665
538,frame159.jpg,861,246,950,504
539,frame159.jpg,0,174,276,720
540,frame159.jpg,450,257,575,587
541,frame159.jpg,311,307,451,720
542,frame159.jpg,586,260,649,514
543,frame159.jpg,172,236,342,664
544,frame159.jpg,688,299,716,385
545,frame16.jpg,977,154,1194,642
546,frame16.jpg,183,144,456,711
547,frame16.jpg,580,228,698,586
548,frame16.jpg,466,251,585,589
549,frame16.jpg,688,206,789,509
550,frame16.jpg,928,301,1016,508
551,frame16.jpg,795,274,831,388
552,frame160.jpg,1074,225,1273,712
553,frame160.jpg,717,150,882,666
554,frame160.jpg,0,178,281,720
555,frame160.jpg,863,244,949,501
556,frame160.jpg,449,258,577,589
557,frame160.jpg,585,261,649,513
558,frame160.jpg,315,307,453,715
559,frame160.jpg,176,226,334,632
560,frame160.jpg,688,299,714,384
561,frame161.jpg,1075,223,1276,708
562,frame161.jpg,720,152,878,653
563,frame161.jpg,863,244,949,504
564,frame161.jpg,0,192,294,714
565,frame161.jpg,450,258,577,589
566,frame161.jpg,315,312,453,716
567,frame161.jpg,585,264,651,513
568,frame161.jpg,688,298,715,385
569,frame161.jpg,184,237,335,647
570,frame162.jpg,1070,228,1270,713
571,frame162.jpg,714,156,883,661
572,frame162.jpg,450,262,576,588
573,frame162.jpg,863,243,946,501
574,frame162.jpg,0,187,301,720
575,frame162.jpg,314,318,455,717
576,frame162.jpg,586,263,650,512
577,frame162.jpg,195,243,336,635
578,frame162.jpg,687,297,716,386
579,frame163.jpg,1065,230,1273,711
580,frame163.jpg,718,158,882,653
581,frame163.jpg,4,197,324,706
582,frame163.jpg,452,259,579,592
583,frame163.jpg,864,244,945,501
584,frame163.jpg,316,316,458,715
585,frame163.jpg,585,263,650,513
586,frame163.jpg,687,298,715,385
587,frame164.jpg,1066,226,1262,704
588,frame164.jpg,719,181,884,649
589,frame164.jpg,454,258,577,591
590,frame164.jpg,317,313,459,713
591,frame164.jpg,0,178,362,704
592,frame164.jpg,861,244,943,503
593,frame164.jpg,585,264,651,511
594,frame164.jpg,687,299,716,385
595,frame165.jpg,717,171,886,647
596,frame165.jpg,1067,233,1265,712
597,frame165.jpg,457,258,581,592
598,frame165.jpg,0,179,370,710
599,frame165.jpg,318,313,461,718
600,frame165.jpg,585,266,649,509
601,frame165.jpg,865,244,942,500
602,frame165.jpg,688,300,715,385
603,frame166.jpg,718,163,890,646
604,frame166.jpg,1063,234,1267,714
605,frame166.jpg,456,259,580,586
606,frame166.jpg,324,314,463,718
607,frame166.jpg,4,186,376,710
608,frame166.jpg,584,266,650,507
609,frame166.jpg,866,247,943,497
610,frame166.jpg,687,299,715,385
611,frame167.jpg,716,162,887,644
612,frame167.jpg,1058,241,1266,709
613,frame167.jpg,458,263,581,583
614,frame167.jpg,16,180,383,717
615,frame167.jpg,325,311,464,720
616,frame167.jpg,584,267,649,508
617,frame167.jpg,867,248,942,492
618,frame167.jpg,688,299,715,385
619,frame168.jpg,1057,238,1268,706
620,frame168.jpg,714,153,886,654
621,frame168.jpg,327,315,465,715
622,frame168.jpg,461,266,583,582
623,frame168.jpg,31,190,372,714
624,frame168.jpg,582,266,648,507
625,frame168.jpg,868,247,942,492
626,frame168.jpg,687,298,715,385
627,frame168.jpg,9,226,153,518
628,frame169.jpg,716,151,886,657
629,frame169.jpg,1059,238,1260,716
630,frame169.jpg,331,313,468,706
631,frame169.jpg,50,185,374,713
632,frame169.jpg,461,267,583,584
633,frame169.jpg,583,268,649,505
634,frame169.jpg,866,250,941,493
635,frame169.jpg,13,226,157,557
636,frame169.jpg,687,298,716,385
637,frame17.jpg,972,156,1192,639
638,frame17.jpg,186,145,459,713
639,frame17.jpg,580,232,697,582
640,frame17.jpg,467,251,585,587
641,frame17.jpg,689,206,788,510
642,frame17.jpg,926,303,1015,512
643,frame17.jpg,795,275,831,388
644,frame170.jpg,55,174,373,720
645,frame170.jpg,1055,238,1258,708
646,frame170.jpg,714,144,886,646
647,frame170.jpg,331,314,470,707
648,frame170.jpg,463,265,583,583
649,frame170.jpg,583,267,649,506
650,frame170.jpg,14,231,158,521
651,frame170.jpg,865,251,940,496
652,frame170.jpg,688,298,715,385
653,frame171.jpg,1057,238,1254,712
654,frame171.jpg,715,153,891,647
655,frame171.jpg,44,180,368,720
656,frame171.jpg,464,264,583,582
657,frame171.jpg,335,312,472,702
658,frame171.jpg,17,233,162,514
659,frame171.jpg,583,267,649,504
660,frame171.jpg,865,250,938,497
661,frame171.jpg,688,298,716,385
662,frame172.jpg,1055,244,1253,706
663,frame172.jpg,48,177,376,720
664,frame172.jpg,719,157,888,654
665,frame172.jpg,465,264,584,577
666,frame172.jpg,339,311,473,703
667,frame172.jpg,586,265,648,503
668,frame172.jpg,19,228,165,527
669,frame172.jpg,866,248,937,496
670,frame172.jpg,689,299,716,385
671,frame173.jpg,62,178,386,712
672,frame173.jpg,718,150,895,653
673,frame173.jpg,1060,244,1244,711
674,frame173.jpg,467,262,584,576
675,frame173.jpg,340,312,472,694
676,frame173.jpg,586,264,648,501
677,frame173.jpg,22,230,168,582
678,frame173.jpg,867,248,935,500
679,frame173.jpg,689,299,716,386
680,frame174.jpg,716,145,902,653
681,frame174.jpg,83,174,386,720
682,frame174.jpg,1055,242,1246,698
683,frame174.jpg,346,311,472,688
684,frame174.jpg,467,263,585,574
685,frame174.jpg,30,233,168,673
686,frame174.jpg,587,267,647,503
687,frame174.jpg,871,246,935,496
688,frame174.jpg,689,300,716,386
689,frame175.jpg,715,145,906,653
690,frame175.jpg,1053,242,1239,702
691,frame175.jpg,97,177,394,720
692,frame175.jpg,346,312,474,691
693,frame175.jpg,469,263,583,569
694,frame175.jpg,32,230,169,676
695,frame175.jpg,587,266,647,501
696,frame175.jpg,689,301,716,386
697,frame175.jpg,863,234,926,514
698,frame176.jpg,715,143,907,654
699,frame176.jpg,98,186,415,716
700,frame176.jpg,1053,243,1232,694
701,frame176.jpg,471,263,584,570
702,frame176.jpg,34,228,170,671
703,frame176.jpg,345,311,475,678
704,frame176.jpg,587,263,648,501
705,frame176.jpg,1180,282,1280,629
706,frame176.jpg,688,300,715,385
707,frame177.jpg,1049,242,1232,690
708,frame177.jpg,715,143,910,656
709,frame177.jpg,106,179,408,720
710,frame177.jpg,38,227,172,673
711,frame177.jpg,474,263,584,567
712,frame177.jpg,356,308,477,663
713,frame177.jpg,585,265,648,500
714,frame177.jpg,1172,229,1279,661
715,frame177.jpg,688,300,715,386
716,frame178.jpg,1048,241,1227,684
717,frame178.jpg,39,226,178,679
718,frame178.jpg,712,142,916,659
719,frame178.jpg,119,178,416,720
720,frame178.jpg,474,262,585,568
721,frame178.jpg,358,311,479,666
722,frame178.jpg,584,266,649,501
723,frame178.jpg,1172,243,1277,649
724,frame178.jpg,0,364,65,609
725,frame178.jpg,688,300,715,385
726,frame179.jpg,1048,240,1220,674
727,frame179.jpg,120,184,420,720
728,frame179.jpg,38,228,181,662
729,frame179.jpg,711,142,917,659
730,frame179.jpg,477,261,588,563
731,frame179.jpg,363,311,479,653
732,frame179.jpg,585,265,648,499
733,frame179.jpg,1171,241,1277,639
734,frame179.jpg,0,349,69,623
735,frame179.jpg,687,297,716,384
736,frame18.jpg,969,157,1192,640
737,frame18.jpg,188,145,461,714
738,frame18.jpg,579,228,695,583
739,frame18.jpg,469,250,585,586
740,frame18.jpg,690,205,788,511
741,frame18.jpg,924,301,1009,508
742,frame18.jpg,794,275,831,388
743,frame180.jpg,132,187,427,718
744,frame180.jpg,712,143,916,659
745,frame180.jpg,479,261,585,560
746,frame180.jpg,42,227,186,660
747,frame180.jpg,1046,246,1215,672
748,frame180.jpg,367,308,480,654
749,frame180.jpg,585,263,648,495
750,frame180.jpg,0,333,84,648
751,frame180.jpg,1166,242,1278,640
752,frame180.jpg,688,296,716,383
753,frame181.jpg,138,189,423,717
754,frame181.jpg,708,140,918,665
755,frame181.jpg,478,261,586,558
756,frame181.jpg,48,224,190,660
757,frame181.jpg,1045,246,1205,679
758,frame181.jpg,371,306,480,653
759,frame181.jpg,585,261,649,495
760,frame181.jpg,1158,249,1278,639
761,frame181.jpg,687,295,715,384
762,frame181.jpg,0,318,88,665
763,frame182.jpg,151,190,435,714
764,frame182.jpg,481,257,587,558
765,frame182.jpg,710,140,913,675
